Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
511,2023-08-12,cust511,male,45,beauty,2,50,100
512,2023-11-07,cust512,female,57,beauty,1,25,25
513,2023-09-19,cust513,male,24,electronics,4,25,100
514,2023-03-01,cust514,female,18,electronics,1,300,300
515,2023-07-17,cust515,female,49,clothing,3,300,900
516,2023-10-23,cust516,male,30,beauty,4,25,100
517,2023-04-08,cust517,female,47,clothing,4,25,100
518,2023-05-11,cust518,female,40,clothing,1,30,30
519,2023-01-23,cust519,female,36,electronics,4,30,120
520,2023-12-29,cust520,female,49,electronics,4,25,100
521,2023-08-12,cust521,female,47,clothing,4,30,120
522,2023-01-01,cust522,male,46,beauty,3,500,1500
523,2023-09-24,cust523,female,62,electronics,1,300,300
524,2023-10-03,cust524,male,46,beauty,4,300,1200
525,2023-12-18,cust525,female,47,beauty,2,25,50
526,2023-12-10,cust526,male,33,clothing,2,50,100
527,2023-04-11,cust527,male,57,clothing,2,25,50
528,2023-07-06,cust528,female,36,clothing,2,30,60
529,2023-08-09,cust529,female,35,clothing,3,50,150
530,2023-02-05,cust530,female,18,electronics,4,30,120
531,2023-12-07,cust531,male,31,electronics,1,500,500
532,2023-06-19,cust532,female,64,clothing,4,30,120
533,2023-11-16,cust533,male,19,electronics,3,500,1500
534,2023-06-10,cust534,male,45,clothing,2,500,1000
535,2023-12-06,cust535,male,47,beauty,3,30,90
536,2023-03-05,cust536,female,55,beauty,4,30,120
537,2023-06-03,cust537,female,21,beauty,1,500,500
538,2023-09-17,cust538,male,18,clothing,3,50,150
539,2023-06-08,cust539,male,25,beauty,1,500,500
540,2023-12-08,cust540,female,46,electronics,3,300,900
541,2023-07-29,cust541,male,56,beauty,1,500,500
542,2023-06-17,cust542,female,20,beauty,1,50,50
543,2023-07-26,cust543,male,49,beauty,2,300,600
544,2023-12-23,cust544,female,27,electronics,1,25,25
545,2023-06-01,cust545,male,27,clothing,2,25,50
546,2023-10-11,cust546,female,36,electronics,4,50,200
547,2023-03-07,cust547,male,63,clothing,4,500,2000
548,2023-04-09,cust548,female,51,clothing,2,30,60
549,2023-08-04,cust549,female,50,beauty,2,50,100
550,2023-12-07,cust550,male,40,clothing,3,300,900
551,2023-07-14,cust551,male,45,electronics,3,300,900
552,2023-12-13,cust552,female,49,electronics,3,25,75
553,2023-03-31,cust553,male,24,clothing,4,300,1200
554,2023-11-12,cust554,female,46,beauty,3,50,150
555,2023-10-19,cust555,male,25,beauty,1,300,300
556,2023-06-04,cust556,female,18,electronics,1,50,50
557,2023-07-27,cust557,female,20,beauty,3,30,90
558,2023-10-08,cust558,female,41,clothing,1,25,25
559,2023-01-01,cust559,female,40,clothing,4,300,1200
560,2023-06-05,cust560,female,25,electronics,1,50,50
561,2023-05-27,cust561,female,64,clothing,4,500,2000
562,2023-04-18,cust562,male,54,electronics,2,25,50
563,2023-08-09,cust563,male,20,clothing,2,30,60
564,2023-10-24,cust564,male,50,electronics,2,50,100
565,2023-11-07,cust565,female,45,beauty,2,30,60
566,2023-12-02,cust566,female,64,clothing,1,30,30
567,2023-06-14,cust567,female,25,clothing,3,300,900
568,2023-08-27,cust568,female,51,electronics,1,300,300
569,2023-08-15,cust569,male,52,electronics,4,50,200
570,2023-08-15,cust570,male,49,clothing,1,500,500
571,2023-12-12,cust571,female,41,electronics,1,50,50
572,2023-04-20,cust572,male,31,clothing,4,500,2000
573,2023-09-19,cust573,male,49,beauty,2,30,60
574,2023-08-31,cust574,female,63,electronics,2,25,50
575,2023-03-28,cust575,male,60,clothing,2,50,100
576,2023-12-04,cust576,female,33,beauty,3,50,150
577,2023-02-13,cust577,male,21,beauty,4,500,2000
578,2023-05-26,cust578,female,54,clothing,4,30,120
579,2023-09-21,cust579,female,38,electronics,1,30,30
580,2023-12-06,cust580,female,31,clothing,3,500,1500
581,2023-11-21,cust581,female,48,beauty,2,30,60
582,2023-11-14,cust582,male,35,clothing,3,300,900
583,2023-06-21,cust583,female,24,electronics,4,25,100
584,2023-02-17,cust584,female,27,beauty,4,50,200
585,2023-05-01,cust585,female,24,clothing,1,25,25
586,2023-12-11,cust586,male,50,electronics,1,50,50
587,2023-06-08,cust587,female,40,beauty,4,300,1200
588,2023-04-26,cust588,male,38,electronics,2,30,60
589,2023-04-12,cust589,female,36,beauty,2,500,1000
590,2023-03-17,cust590,male,36,clothing,3,300,900
591,2023-01-13,cust591,male,53,electronics,4,25,100
592,2023-01-24,cust592,female,46,beauty,4,500,2000
593,2023-05-06,cust593,male,35,electronics,2,30,60
594,2023-09-01,cust594,female,19,electronics,2,300,600
595,2023-11-09,cust595,female,18,clothing,4,500,2000
596,2023-02-07,cust596,female,64,electronics,1,300,300
597,2023-08-22,cust597,male,22,beauty,4,300,1200
598,2023-08-01,cust598,male,37,beauty,4,30,120
599,2023-11-19,cust599,female,28,beauty,2,50,100
600,2023-10-22,cust600,female,59,beauty,2,500,1000
601,2023-04-10,cust601,male,19,clothing,1,30,30
602,2023-12-23,cust602,female,20,electronics,1,300,300
603,2023-07-16,cust603,female,40,clothing,3,30,90
604,2023-09-11,cust604,female,29,electronics,4,50,200
605,2023-07-24,cust605,male,37,electronics,2,500,1000
606,2023-05-05,cust606,male,22,electronics,1,50,50
607,2023-03-17,cust607,male,54,clothing,3,25,75
608,2023-12-02,cust608,female,55,electronics,3,500,1500
609,2023-12-19,cust609,female,47,clothing,2,50,100
610,2023-01-03,cust610,female,26,beauty,2,300,600
611,2023-02-24,cust611,male,51,beauty,3,500,1500
612,2023-08-06,cust612,female,61,electronics,1,500,500
613,2023-04-23,cust613,female,52,clothing,3,30,90
614,2023-04-01,cust614,female,39,beauty,4,300,1200
615,2023-12-23,cust615,female,61,clothing,4,25,100
616,2023-09-23,cust616,male,41,clothing,2,50,100
617,2023-08-26,cust617,male,34,electronics,1,30,30
618,2023-01-26,cust618,female,27,beauty,1,50,50
619,2023-10-13,cust619,male,47,electronics,4,25,100
620,2023-05-08,cust620,male,63,electronics,3,25,75
621,2023-03-04,cust621,female,40,beauty,2,500,1000
622,2023-08-22,cust622,female,49,beauty,3,25,75
623,2023-03-10,cust623,male,34,clothing,3,50,150
624,2023-08-26,cust624,female,34,beauty,3,300,900
625,2023-12-08,cust625,male,31,clothing,1,300,300
626,2023-09-29,cust626,female,26,clothing,4,500,2000
627,2023-10-14,cust627,male,57,clothing,1,50,50
628,2023-11-01,cust628,female,19,beauty,4,50,200
629,2023-06-12,cust629,male,62,electronics,2,25,50
630,2023-08-15,cust630,male,42,clothing,2,50,100
631,2023-11-10,cust631,male,56,electronics,3,30,90
632,2023-09-16,cust632,female,26,electronics,4,25,100
633,2023-08-07,cust633,male,39,beauty,4,30,120
634,2023-10-08,cust634,male,60,electronics,4,500,2000
635,2023-08-17,cust635,female,63,electronics,3,300,900
636,2023-03-23,cust636,female,21,beauty,3,500,1500
637,2023-09-01,cust637,male,43,clothing,2,300,600
638,2023-08-19,cust638,male,46,electronics,1,500,500
639,2023-05-13,cust639,female,62,beauty,4,50,200
640,2023-05-07,cust640,female,51,electronics,4,30,120
641,2023-11-23,cust641,female,40,electronics,1,300,300
642,2023-05-22,cust642,female,54,clothing,4,25,100
643,2023-09-24,cust643,female,28,electronics,3,30,90
644,2023-09-06,cust644,male,23,beauty,3,25,75
645,2023-11-17,cust645,female,35,electronics,4,30,120
646,2023-05-03,cust646,male,38,clothing,3,30,90
647,2023-05-21,cust647,male,59,clothing,3,500,1500
648,2023-08-14,cust648,male,53,beauty,4,300,1200
649,2023-02-09,cust649,female,58,clothing,2,300,600
650,2024-01-01,cust650,male,55,electronics,1,30,30
651,2023-05-27,cust651,male,51,clothing,3,50,150
652,2023-05-01,cust652,female,34,beauty,2,50,100
653,2023-05-20,cust653,male,54,clothing,3,25,75
654,2023-06-21,cust654,male,42,clothing,3,25,75
655,2023-06-13,cust655,female,55,clothing,1,500,500
656,2023-10-04,cust656,male,29,beauty,3,30,90
657,2023-02-11,cust657,male,40,clothing,1,25,25
658,2023-03-12,cust658,male,59,clothing,1,25,25
659,2023-03-19,cust659,female,39,electronics,1,30,30
660,2023-04-29,cust660,female,38,beauty,2,500,1000
661,2023-07-16,cust661,female,44,clothing,4,25,100
662,2023-12-22,cust662,male,48,beauty,2,500,1000
663,2023-03-20,cust663,male,23,clothing,4,300,1200
664,2023-12-28,cust664,female,44,clothing,4,500,2000
665,2023-04-20,cust665,male,57,clothing,1,50,50
666,2023-02-02,cust666,male,51,electronics,3,50,150
667,2023-08-01,cust667,female,29,electronics,1,500,500
668,2023-07-28,cust668,female,62,electronics,3,50,150
669,2023-06-19,cust669,male,24,beauty,4,300,1200
670,2023-10-05,cust670,male,27,beauty,1,30,30
671,2023-08-27,cust671,male,62,electronics,3,50,150
672,2023-08-01,cust672,female,34,beauty,2,50,100
673,2023-02-01,cust673,female,43,clothing,3,500,1500
674,2023-04-16,cust674,female,38,clothing,1,300,300
675,2023-08-04,cust675,female,45,clothing,2,30,60
676,2023-07-19,cust676,male,63,electronics,3,500,1500
677,2023-10-27,cust677,female,19,beauty,3,500,1500
678,2023-12-23,cust678,female,60,electronics,3,300,900
679,2023-01-11,cust679,female,18,beauty,3,30,90
680,2023-10-22,cust680,female,53,clothing,3,300,900
681,2023-07-14,cust681,female,43,electronics,2,30,60
682,2023-09-02,cust682,male,46,beauty,4,300,1200
683,2023-01-04,cust683,male,38,beauty,2,500,1000
684,2023-06-30,cust684,female,28,clothing,2,500,1000
685,2023-06-02,cust685,male,57,electronics,2,25,50
686,2023-07-19,cust686,female,28,electronics,4,50,200
687,2023-08-03,cust687,female,53,electronics,1,300,300
688,2023-10-03,cust688,male,56,clothing,4,25,100
689,2023-10-07,cust689,male,57,electronics,2,50,100
690,2023-11-05,cust690,female,52,clothing,3,300,900
691,2023-04-23,cust691,female,51,clothing,3,30,90
692,2023-09-07,cust692,female,64,clothing,2,50,100
693,2023-04-23,cust693,male,41,beauty,3,500,1500
694,2023-05-20,cust694,female,39,electronics,2,25,50
695,2023-08-12,cust695,female,22,electronics,3,50,150
696,2023-09-06,cust696,female,50,clothing,4,50,200
697,2023-01-15,cust697,male,53,clothing,1,500,500
698,2023-07-19,cust698,female,64,electronics,1,300,300
699,2023-06-22,cust699,female,37,clothing,4,30,120
700,2023-12-09,cust700,male,36,electronics,4,500,2000
701,2023-12-14,cust701,female,52,beauty,2,30,60
702,2023-07-27,cust702,female,60,clothing,2,300,600
703,2023-03-26,cust703,male,34,electronics,2,50,100
704,2023-08-28,cust704,female,62,clothing,3,30,90
705,2023-03-07,cust705,male,60,electronics,2,25,50
706,2023-11-15,cust706,male,51,electronics,4,25,100
707,2023-10-01,cust707,female,26,clothing,1,500,500
708,2023-01-14,cust708,female,43,beauty,3,300,900
709,2023-07-21,cust709,female,19,electronics,2,500,1000
710,2023-10-31,cust710,female,26,electronics,3,500,1500
711,2023-10-16,cust711,male,26,electronics,3,500,1500
712,2023-12-06,cust712,female,57,beauty,2,25,50
713,2023-01-14,cust713,male,34,beauty,3,25,75
714,2023-02-12,cust714,female,18,clothing,1,500,500
715,2023-11-26,cust715,female,42,beauty,4,25,100
716,2023-08-08,cust716,female,60,clothing,4,300,1200
717,2023-03-11,cust717,male,57,clothing,1,500,500
718,2023-08-25,cust718,female,59,beauty,3,25,75
719,2023-04-04,cust719,female,42,clothing,2,30,60
720,2023-01-26,cust720,female,56,beauty,3,500,1500
721,2023-05-14,cust721,female,52,clothing,1,500,500
722,2023-07-14,cust722,male,20,beauty,3,300,900
723,2023-06-17,cust723,female,54,beauty,4,50,200
724,2023-04-19,cust724,male,61,clothing,3,50,150
725,2023-08-21,cust725,male,61,electronics,1,300,300
726,2023-06-17,cust726,male,47,clothing,4,300,1200
727,2023-06-22,cust727,male,55,beauty,3,300,900
728,2023-07-14,cust728,male,51,electronics,3,50,150
729,2023-05-23,cust729,male,29,clothing,4,300,1200
730,2023-08-04,cust730,female,36,clothing,2,25,50
731,2023-05-10,cust731,male,54,clothing,4,500,2000
732,2023-02-11,cust732,male,61,electronics,2,500,1000
733,2023-08-29,cust733,male,34,beauty,1,30,30
734,2023-01-10,cust734,female,27,clothing,1,30,30
735,2023-10-04,cust735,female,64,clothing,4,500,2000
736,2023-01-27,cust736,male,29,clothing,4,25,100
737,2023-06-29,cust737,female,33,clothing,1,50,50
738,2023-04-25,cust738,male,41,clothing,2,50,100
739,2023-11-29,cust739,male,36,beauty,1,25,25
740,2023-02-05,cust740,female,25,beauty,4,50,200
741,2023-11-30,cust741,male,48,clothing,1,300,300
742,2023-01-21,cust742,female,38,electronics,4,500,2000
743,2023-01-16,cust743,female,34,beauty,4,500,2000
744,2023-05-07,cust744,male,40,electronics,1,25,25
745,2023-04-13,cust745,male,54,beauty,2,50,100
746,2023-01-11,cust746,female,33,clothing,3,30,90
747,2023-11-15,cust747,male,23,beauty,1,30,30
748,2023-03-20,cust748,male,25,clothing,3,50,150
749,2023-05-03,cust749,male,42,beauty,1,30,30
750,2023-03-06,cust750,female,35,clothing,3,25,75
751,2023-08-31,cust751,female,42,clothing,2,25,50
752,2023-12-09,cust752,male,29,clothing,2,50,100
753,2023-02-28,cust753,female,32,clothing,1,30,30
754,2023-10-16,cust754,female,43,electronics,4,25,100
755,2023-04-22,cust755,female,58,clothing,3,25,75
756,2023-08-27,cust756,female,62,electronics,4,300,1200
757,2023-12-25,cust757,female,43,electronics,4,300,1200
758,2023-05-12,cust758,male,64,clothing,4,25,100
759,2023-07-08,cust759,male,49,electronics,2,50,100
760,2023-03-27,cust760,male,27,beauty,1,500,500
761,2023-11-07,cust761,female,33,clothing,1,500,500
762,2023-11-07,cust762,female,24,electronics,2,25,50
763,2023-02-28,cust763,male,34,clothing,2,25,50
764,2023-03-25,cust764,female,40,clothing,1,25,25
765,2023-06-09,cust765,male,43,clothing,4,50,200
766,2023-02-25,cust766,male,38,electronics,3,300,900
767,2023-10-24,cust767,male,39,beauty,3,25,75
768,2023-01-14,cust768,female,24,beauty,3,25,75
769,2023-06-09,cust769,female,31,electronics,4,30,120
770,2023-10-22,cust770,male,32,clothing,1,50,50
771,2023-12-13,cust771,male,24,electronics,2,25,50
772,2023-07-12,cust772,male,26,electronics,1,30,30
773,2023-07-23,cust773,male,25,electronics,4,500,2000
774,2023-04-12,cust774,female,40,clothing,2,25,50
775,2023-02-08,cust775,female,46,electronics,4,25,100
776,2023-10-31,cust776,male,35,clothing,3,30,90
777,2023-12-20,cust777,male,48,electronics,3,50,150
778,2023-11-18,cust778,female,47,beauty,4,25,100
779,2023-05-05,cust779,female,56,electronics,2,500,1000
780,2023-02-22,cust780,male,52,electronics,2,25,50
781,2023-12-23,cust781,male,35,beauty,1,500,500
782,2023-06-04,cust782,male,59,clothing,3,300,900
783,2023-12-17,cust783,female,56,clothing,1,300,300
784,2023-11-04,cust784,female,34,electronics,1,500,500
785,2023-03-03,cust785,female,31,beauty,4,50,200
786,2023-10-17,cust786,male,48,clothing,4,25,100
787,2023-01-22,cust787,male,41,electronics,1,25,25
788,2023-06-27,cust788,female,52,beauty,3,300,900
789,2023-09-30,cust789,female,61,clothing,4,500,2000
790,2023-08-08,cust790,male,62,clothing,1,25,25
791,2023-12-05,cust791,female,51,beauty,1,25,25
792,2023-07-09,cust792,female,20,beauty,1,50,50
793,2023-02-05,cust793,male,54,beauty,1,30,30
794,2023-09-17,cust794,female,60,beauty,1,300,300
795,2023-11-28,cust795,male,57,electronics,1,300,300
796,2023-06-24,cust796,male,43,beauty,4,30,120
797,2023-01-07,cust797,male,40,clothing,3,25,75
798,2023-08-04,cust798,male,61,clothing,1,50,50
799,2023-09-08,cust799,male,56,electronics,2,50,100
800,2023-02-24,cust800,male,32,clothing,4,300,1200
801,2023-08-10,cust801,male,21,clothing,4,50,200
802,2023-07-05,cust802,female,46,beauty,1,30,30
803,2023-11-22,cust803,male,39,clothing,4,25,100
804,2023-08-24,cust804,male,42,electronics,1,30,30
805,2023-12-29,cust805,female,30,beauty,3,500,1500
806,2023-03-20,cust806,female,35,beauty,3,300,900
807,2023-08-11,cust807,female,50,electronics,4,50,200
808,2023-04-01,cust808,male,33,beauty,4,500,2000
809,2023-09-25,cust809,female,62,beauty,2,50,100
810,2023-11-30,cust810,male,59,electronics,4,25,100
811,2023-05-19,cust811,male,61,beauty,2,25,50
812,2023-11-12,cust812,male,19,electronics,3,25,75
813,2023-10-03,cust813,male,52,electronics,3,50,150
814,2023-09-05,cust814,female,59,clothing,1,500,500
815,2023-08-27,cust815,female,51,clothing,3,25,75
816,2023-08-12,cust816,male,47,beauty,2,500,1000
817,2023-10-31,cust817,male,30,beauty,4,50,200
818,2023-05-18,cust818,male,30,electronics,1,500,500
819,2023-06-15,cust819,female,35,beauty,2,50,100
820,2023-05-06,cust820,male,49,electronics,4,50,200
821,2023-02-14,cust821,male,49,electronics,1,300,300
822,2023-05-23,cust822,female,52,beauty,3,50,150
823,2023-08-19,cust823,female,56,electronics,2,50,100
824,2023-05-05,cust824,male,63,clothing,4,30,120
825,2023-08-26,cust825,female,46,beauty,1,25,25
826,2023-10-19,cust826,female,46,clothing,1,300,300
827,2023-11-09,cust827,male,61,beauty,3,300,900
828,2023-12-09,cust828,female,33,electronics,4,300,1200
829,2023-07-14,cust829,male,61,beauty,3,30,90
830,2023-06-22,cust830,female,64,clothing,3,50,150
831,2023-01-15,cust831,male,27,electronics,4,25,100
832,2023-09-11,cust832,male,47,beauty,4,500,2000
833,2023-06-16,cust833,male,42,beauty,4,50,200
834,2023-04-04,cust834,female,56,beauty,2,30,60
835,2023-09-07,cust835,male,37,clothing,4,50,200
836,2023-04-19,cust836,female,22,clothing,1,50,50
837,2023-07-01,cust837,male,18,beauty,3,30,90
838,2023-05-13,cust838,male,47,electronics,2,300,600
839,2023-06-24,cust839,female,20,electronics,4,300,1200
840,2023-05-24,cust840,male,62,clothing,2,25,50
841,2023-11-02,cust841,male,31,electronics,4,25,100
842,2023-12-26,cust842,female,47,clothing,2,300,600
843,2023-05-22,cust843,male,21,beauty,3,500,1500
844,2023-10-12,cust844,male,35,clothing,3,50,150
845,2023-01-06,cust845,male,54,clothing,1,500,500
846,2023-09-22,cust846,male,42,beauty,1,50,50
847,2023-04-08,cust847,female,18,electronics,4,300,1200
848,2023-02-13,cust848,female,63,clothing,3,25,75
849,2023-05-04,cust849,male,32,clothing,2,25,50
850,2023-07-28,cust850,female,26,beauty,2,500,1000
851,2023-09-08,cust851,male,32,electronics,2,25,50
852,2023-10-12,cust852,female,41,clothing,1,300,300
853,2023-05-04,cust853,male,21,beauty,2,500,1000
854,2023-12-20,cust854,male,29,clothing,1,50,50
855,2023-09-01,cust855,male,54,beauty,1,25,25
856,2023-11-27,cust856,male,54,electronics,4,30,120
857,2023-12-31,cust857,male,60,electronics,2,25,50
858,2023-09-09,cust858,male,23,electronics,2,50,100
859,2023-08-18,cust859,female,56,electronics,3,500,1500
860,2023-01-09,cust860,male,63,clothing,4,50,200
861,2023-02-17,cust861,female,41,clothing,3,30,90
862,2023-05-31,cust862,male,28,electronics,4,300,1200
863,2023-04-24,cust863,female,30,electronics,2,25,50
864,2023-07-27,cust864,female,51,electronics,1,500,500
865,2023-12-21,cust865,female,42,clothing,1,300,300
866,2023-05-05,cust866,male,24,electronics,1,50,50
867,2023-06-06,cust867,male,21,electronics,1,500,500
868,2023-12-06,cust868,female,25,electronics,1,300,300
869,2023-10-25,cust869,male,37,beauty,3,500,1500
870,2023-07-08,cust870,female,46,electronics,4,30,120
871,2023-08-31,cust871,male,62,beauty,2,30,60
872,2023-10-11,cust872,female,63,beauty,3,25,75
873,2023-09-29,cust873,female,27,electronics,4,25,100
874,2023-06-26,cust874,male,60,beauty,1,30,30
875,2023-08-06,cust875,female,51,electronics,4,500,2000
876,2023-10-09,cust876,male,43,clothing,4,30,120
877,2023-06-19,cust877,female,58,clothing,1,25,25
878,2023-06-30,cust878,female,20,clothing,1,30,30
879,2023-12-26,cust879,male,23,clothing,1,30,30
880,2023-08-21,cust880,male,22,beauty,2,500,1000
881,2023-05-19,cust881,male,22,electronics,1,300,300
882,2023-06-06,cust882,female,64,electronics,2,25,50
883,2023-05-09,cust883,male,40,electronics,1,500,500
884,2023-04-29,cust884,female,26,clothing,2,30,60
885,2023-03-03,cust885,female,52,clothing,4,30,120
886,2023-04-09,cust886,male,37,electronics,3,300,900
887,2023-06-11,cust887,male,59,clothing,4,25,100
888,2023-03-03,cust888,female,52,electronics,4,25,100
889,2023-10-02,cust889,female,35,electronics,1,50,50
890,2023-12-20,cust890,male,34,electronics,2,25,50
891,2023-04-05,cust891,male,41,electronics,3,300,900
892,2023-04-09,cust892,male,20,electronics,1,50,50
893,2023-04-21,cust893,male,49,electronics,1,50,50
894,2023-09-05,cust894,male,52,electronics,1,30,30
895,2023-05-22,cust895,female,55,clothing,4,30,120
896,2023-10-29,cust896,female,30,electronics,2,25,50
897,2023-09-26,cust897,female,64,electronics,2,50,100
898,2023-11-02,cust898,female,42,clothing,3,30,90
899,2023-05-25,cust899,male,26,clothing,2,300,600
900,2023-02-21,cust900,male,21,clothing,2,30,60
901,2023-04-10,cust901,male,31,electronics,1,30,30
902,2023-06-01,cust902,female,54,beauty,1,50,50
903,2023-04-27,cust903,female,51,beauty,4,50,200
904,2023-07-04,cust904,male,28,clothing,1,500,500
905,2023-04-02,cust905,male,58,beauty,1,300,300
906,2023-06-04,cust906,female,20,clothing,1,50,50
907,2023-01-08,cust907,female,45,electronics,1,25,25
908,2023-12-29,cust908,male,46,beauty,4,300,1200
909,2023-10-01,cust909,male,26,electronics,1,300,300
910,2023-03-06,cust910,female,20,beauty,3,50,150
911,2023-05-21,cust911,male,42,electronics,3,300,900
912,2023-01-24,cust912,male,51,beauty,3,50,150
913,2023-01-28,cust913,male,29,electronics,3,30,90
914,2023-10-11,cust914,female,59,electronics,1,500,500
915,2023-05-30,cust915,female,26,beauty,3,30,90
916,2023-12-24,cust916,female,32,electronics,1,50,50
917,2023-03-06,cust917,female,57,electronics,4,50,200
918,2023-11-23,cust918,female,42,electronics,3,30,90
919,2023-09-09,cust919,female,22,beauty,2,25,50
920,2023-02-22,cust920,female,28,beauty,3,25,75
921,2023-01-07,cust921,male,51,electronics,3,25,75
922,2023-10-21,cust922,male,41,electronics,1,50,50
923,2023-05-26,cust923,male,32,beauty,3,300,900
924,2023-08-29,cust924,male,55,beauty,2,50,100
925,2023-09-03,cust925,male,25,electronics,1,300,300
926,2023-08-14,cust926,male,22,electronics,1,30,30
927,2023-06-24,cust927,male,43,electronics,4,500,2000
928,2023-04-05,cust928,female,35,clothing,4,300,1200
929,2023-01-27,cust929,female,23,beauty,3,25,75
930,2023-05-10,cust930,male,54,clothing,4,50,200
931,2023-09-02,cust931,male,30,beauty,4,30,120
932,2023-02-28,cust932,female,45,beauty,4,25,100
933,2023-02-03,cust933,male,22,beauty,1,30,30
934,2023-07-25,cust934,male,30,beauty,1,500,500
935,2023-09-09,cust935,female,34,beauty,1,50,50
936,2023-02-07,cust936,male,57,beauty,4,50,200
937,2023-10-23,cust937,female,62,beauty,1,500,500
938,2023-11-19,cust938,male,49,clothing,4,50,200
939,2023-12-18,cust939,female,46,electronics,1,300,300
940,2023-01-28,cust940,female,20,electronics,1,30,30
941,2023-03-19,cust941,female,57,clothing,2,25,50
942,2023-03-18,cust942,male,51,clothing,3,500,1500
943,2023-10-16,cust943,female,57,clothing,4,300,1200
944,2023-06-05,cust944,male,44,clothing,2,25,50
945,2023-02-13,cust945,male,30,beauty,1,25,25
946,2023-05-08,cust946,male,62,electronics,4,500,2000
947,2023-03-02,cust947,male,50,beauty,1,300,300
948,2023-10-13,cust948,female,23,electronics,3,25,75
949,2023-08-02,cust949,female,41,electronics,2,25,50
950,2023-11-07,cust950,male,36,clothing,3,300,900
951,2023-11-02,cust951,male,33,beauty,2,50,100
952,2023-11-13,cust952,female,57,clothing,1,25,25
953,2023-04-26,cust953,male,45,beauty,3,30,90
954,2023-09-25,cust954,female,50,electronics,3,300,900
955,2023-07-14,cust955,male,58,clothing,1,25,25
956,2023-08-19,cust956,male,30,clothing,3,500,1500
957,2023-08-15,cust957,female,60,electronics,4,30,120
958,2023-06-02,cust958,male,62,electronics,2,25,50
959,2023-10-29,cust959,female,42,electronics,2,30,60
960,2023-08-08,cust960,male,59,clothing,2,30,60
961,2023-06-06,cust961,male,53,beauty,4,50,200
962,2023-10-19,cust962,male,44,clothing,2,30,60
963,2023-11-14,cust963,female,55,beauty,1,50,50
964,2023-01-31,cust964,male,24,clothing,3,300,900
965,2023-11-09,cust965,male,22,clothing,4,50,200
966,2023-02-20,cust966,male,60,electronics,2,500,1000
967,2023-04-17,cust967,male,62,beauty,1,25,25
968,2023-11-17,cust968,female,48,clothing,3,300,900
969,2023-04-19,cust969,female,40,clothing,3,300,900
970,2023-05-16,cust970,male,59,electronics,4,500,2000
971,2023-12-05,cust971,female,27,electronics,4,50,200
972,2023-02-11,cust972,male,49,beauty,4,25,100
973,2023-03-22,cust973,male,60,clothing,1,50,50
974,2023-05-03,cust974,male,47,beauty,1,30,30
975,2023-03-30,cust975,female,56,clothing,4,50,200
976,2023-10-10,cust976,female,48,beauty,2,300,600
977,2023-02-08,cust977,female,35,electronics,3,25,75
978,2023-03-22,cust978,female,53,clothing,3,50,150
979,2023-01-02,cust979,female,19,beauty,1,25,25
980,2023-07-29,cust980,female,31,electronics,3,25,75
981,2023-08-19,cust981,female,30,electronics,2,30,60
982,2023-12-19,cust982,female,46,beauty,3,30,90
983,2023-11-01,cust983,female,29,clothing,1,300,300
984,2023-08-29,cust984,male,56,clothing,1,500,500
985,2023-05-30,cust985,female,19,electronics,2,25,50
986,2023-01-17,cust986,female,49,clothing,2,500,1000
987,2023-04-29,cust987,female,30,clothing,3,300,900
988,2023-05-28,cust988,female,63,clothing,3,25,75
989,2023-12-28,cust989,female,44,electronics,1,25,25
990,2023-05-25,cust990,female,58,beauty,2,500,1000
991,2023-12-26,cust991,female,34,clothing,2,50,100
992,2023-08-21,cust992,female,57,electronics,2,30,60
993,2023-02-06,cust993,female,48,electronics,3,50,150
994,2023-12-18,cust994,female,51,beauty,2,500,1000
995,2023-04-30,cust995,female,41,clothing,1,30,30
996,2023-05-16,cust996,male,62,clothing,1,50,50
997,2023-11-17,cust997,male,52,beauty,3,30,90
998,2023-10-29,cust998,female,23,beauty,4,25,100
999,2023-12-05,cust999,female,36,electronics,3,50,150
1000,2023-04-12,cust1000,male,47,electronics,4,30,120
